Origin Airport,Airline Name,Departure Hour,Day of Week,Year,Month,On-Time,Number of Flights,Flights Delayed,Flights Cancelled,Avg Delay (min)
DCA,US Airways Inc.,7:00 AM,Tuesday,2010,May,10,12,2,0,7
DCA,US Airways Inc.,6:00 AM,Friday,2010,September,10,12,2,0,3
DCA,US Airways Inc.,6:00 AM,Friday,2010,May,10,12,2,0,13
DCA,US Airways Inc.,6:00 AM,Thursday,2010,December,10,12,2,0,18
DCA,US Airways Inc.,6:00 AM,Wednesday,2010,October,10,12,2,0,1
DCA,US Airways Inc.,6:00 AM,Wednesday,2010,March,10,12,2,0,3
DCA,US Airways Inc.,6:00 AM,Tuesday,2010,October,10,12,2,0,48
DCA,US Airways Inc.,6:00 AM,Tuesday,2010,July,10,12,2,0,7
DCA,US Airways Inc.,6:00 AM,Tuesday,2010,April,10,12,2,0,12
DCA,US Airways Inc.,6:00 AM,Tuesday,2010,March,10,12,2,0,4
DCA,Delta Air Lines Inc.,12:00 PM,Saturday,2010,November,10,12,2,0,66
DCA,Delta Air Lines Inc.,12:00 PM,Wednesday,2010,January,10,12,2,0,29
DCA,Delta Air Lines Inc.,11:00 AM,Thursday,2010,October,10,12,2,0,17
DCA,Delta Air Lines Inc.,11:00 AM,Wednesday,2010,October,10,12,2,0,23
DCA,Delta Air Lines Inc.,11:00 AM,Monday,2010,April,10,12,2,0,13
DCA,Delta Air Lines Inc.,11:00 AM,Sunday,2010,March,10,12,2,0,60
DCA,Delta Air Lines Inc.,7:00 AM,Thursday,2010,May,10,12,2,0,5
DCA,Delta Air Lines Inc.,7:00 AM,Wednesday,2010,November,10,12,2,0,9
DCA,Comair Inc.,11:00 AM,Tuesday,2010,May,10,12,2,0,15
DCA,Comair Inc.,6:00 AM,Thursday,2010,August,10,12,2,0,10
DCA,Comair Inc.,6:00 AM,Thursday,2010,March,10,12,2,0,10
DCA,Comair Inc.,6:00 AM,Tuesday,2010,January,10,12,2,0,18
DCA,American Eagle Airlines Inc.,10:00 AM,Thursday,2010,April,10,12,2,0,5
DCA,American Eagle Airlines Inc.,10:00 AM,Tuesday,2010,March,10,12,2,0,24
DCA,American Eagle Airlines Inc.,6:00 AM,Wednesday,2010,May,10,12,2,0,72
DCA,American Eagle Airlines Inc.,6:00 AM,Tuesday,2010,September,10,12,2,0,8
DCA,American Eagle Airlines Inc.,6:00 AM,Tuesday,2010,April,10,12,2,0,22
DCA,American Airlines Inc.,11:00 AM,Tuesday,2010,November,10,12,2,0,65
DCA,American Airlines Inc.,11:00 AM,Tuesday,2010,May,10,12,2,0,12
DCA,American Airlines Inc.,11:00 AM,Monday,2010,December,10,12,2,0,74
DCA,American Airlines Inc.,11:00 AM,Monday,2010,November,10,12,2,0,7
DCA,American Airlines Inc.,10:00 AM,Tuesday,2010,March,10,12,2,0,23
DCA,American Airlines Inc.,8:00 AM,Saturday,2010,December,10,12,2,0,20
DCA,American Airlines Inc.,8:00 AM,Wednesday,2010,January,10,12,2,0,17
DCA,American Airlines Inc.,8:00 AM,Sunday,2010,July,10,12,2,0,5
DCA,American Airlines Inc.,7:00 AM,Thursday,2010,November,10,12,2,0,7
DCA,American Airlines Inc.,7:00 AM,Tuesday,2010,October,10,12,2,0,20
DCA,American Airlines Inc.,7:00 AM,Monday,2010,October,10,12,2,0,8
DCA,American Airlines Inc.,6:00 AM,Thursday,2010,April,10,12,2,0,6
DCA,American Airlines Inc.,6:00 AM,Thursday,2010,January,10,12,2,0,15
DCA,American Airlines Inc.,6:00 AM,Wednesday,2010,January,10,12,2,0,9
DCA,American Airlines Inc.,6:00 AM,Tuesday,2010,December,10,12,2,0,21
DCA,American Airlines Inc.,6:00 AM,Sunday,2010,March,10,12,2,0,51
DCA,AirTran Airways Corporation,6:00 AM,Friday,2010,November,10,12,2,0,8
DCA,AirTran Airways Corporation,6:00 AM,Tuesday,2010,December,10,12,2,0,13
DCA,AirTran Airways Corporation,6:00 AM,Tuesday,2010,October,10,12,2,0,13
BWI,US Airways Inc.,7:00 AM,Saturday,2010,June,10,12,2,0,8
BWI,US Airways Inc.,7:00 AM,Wednesday,2010,January,10,12,2,0,13
BWI,US Airways Inc.,7:00 AM,Monday,2010,April,10,12,2,0,19
BWI,US Airways Inc.,7:00 AM,Sunday,2010,June,10,12,2,0,8
BWI,United Air Lines Inc.,7:00 AM,Tuesday,2010,October,10,12,2,0,77
BWI,United Air Lines Inc.,7:00 AM,Tuesday,2010,September,10,12,2,0,12
BWI,United Air Lines Inc.,6:00 AM,Thursday,2010,August,10,12,2,0,53
BWI,United Air Lines Inc.,6:00 AM,Wednesday,2010,August,10,12,2,0,76
BWI,United Air Lines Inc.,6:00 AM,Tuesday,2010,July,10,12,2,0,23
BWI,United Air Lines Inc.,6:00 AM,Tuesday,2010,April,10,12,2,0,36
BWI,Delta Air Lines Inc.,7:00 AM,Friday,2010,April,10,12,2,0,104
BWI,Delta Air Lines Inc.,7:00 AM,Wednesday,2010,November,10,12,2,0,8
BWI,Delta Air Lines Inc.,6:00 AM,Saturday,2010,September,10,12,2,0,20
BWI,Delta Air Lines Inc.,6:00 AM,Wednesday,2010,October,10,12,2,0,5
BWI,Delta Air Lines Inc.,6:00 AM,Tuesday,2010,October,10,12,2,0,32
BWI,Delta Air Lines Inc.,6:00 AM,Tuesday,2010,September,10,12,2,0,13
BWI,AirTran Airways Corporation,12:00 PM,Friday,2010,September,10,12,2,0,3
BWI,AirTran Airways Corporation,12:00 PM,Friday,2010,May,10,12,2,0,57
BWI,AirTran Airways Corporation,12:00 PM,Thursday,2010,October,10,12,2,0,5
BWI,AirTran Airways Corporation,12:00 PM,Wednesday,2010,September,10,12,2,0,9
BWI,AirTran Airways Corporation,12:00 PM,Wednesday,2010,May,10,12,2,0,6
BWI,AirTran Airways Corporation,12:00 PM,Tuesday,2010,July,10,12,2,0,25
BWI,AirTran Airways Corporation,12:00 PM,Tuesday,2010,January,10,12,2,0,4
BWI,AirTran Airways Corporation,12:00 PM,Monday,2010,October,10,12,2,0,19
BWI,AirTran Airways Corporation,12:00 PM,Sunday,2010,June,10,12,2,0,60
BWI,AirTran Airways Corporation,10:00 AM,Thursday,2010,January,10,12,2,0,7
BWI,AirTran Airways Corporation,10:00 AM,Sunday,2010,April,10,12,2,0,102
BWI,AirTran Airways Corporation,9:00 AM,Friday,2010,November,10,12,2,0,8
BWI,AirTran Airways Corporation,9:00 AM,Friday,2010,May,10,12,2,0,48
BWI,AirTran Airways Corporation,9:00 AM,Wednesday,2010,November,10,12,2,0,12
BWI,AirTran Airways Corporation,9:00 AM,Wednesday,2010,September,10,12,2,0,4
BWI,AirTran Airways Corporation,9:00 AM,Tuesday,2010,December,10,12,2,0,36
BWI,AirTran Airways Corporation,9:00 AM,Sunday,2010,September,10,12,2,0,6
BWI,AirTran Airways Corporation,9:00 AM,Sunday,2010,April,10,12,2,0,11
BWI,AirTran Airways Corporation,8:00 AM,Tuesday,2010,January,10,12,2,0,9
BWI,AirTran Airways Corporation,7:00 AM,Thursday,2010,November,10,12,2,0,11
BWI,AirTran Airways Corporation,6:00 AM,Thursday,2010,April,10,12,2,0,4
DCA,US Airways Inc.,1:00 PM,Friday,2010,November,9,12,3,0,2
DCA,US Airways Inc.,1:00 PM,Tuesday,2010,January,9,12,3,0,15
DCA,US Airways Inc.,12:00 PM,Friday,2010,September,9,12,3,0,15
DCA,US Airways Inc.,12:00 PM,Friday,2010,August,9,12,3,0,12
DCA,US Airways Inc.,11:00 AM,Friday,2010,January,9,12,3,0,5
DCA,US Airways Inc.,11:00 AM,Tuesday,2010,January,9,12,3,0,38
DCA,US Airways Inc.,9:00 AM,Friday,2010,June,9,12,3,0,12
DCA,US Airways Inc.,9:00 AM,Thursday,2010,December,9,12,3,0,18
DCA,US Airways Inc.,9:00 AM,Thursday,2010,May,9,12,3,0,34
DCA,US Airways Inc.,9:00 AM,Wednesday,2010,November,9,12,3,0,11
DCA,US Airways Inc.,9:00 AM,Tuesday,2010,April,9,12,3,0,3
DCA,US Airways Inc.,9:00 AM,Monday,2010,June,9,12,3,0,20
DCA,US Airways Inc.,9:00 AM,Monday,2010,April,9,12,3,0,11
DCA,US Airways Inc.,9:00 AM,Sunday,2010,April,9,12,3,0,7
DCA,US Airways Inc.,7:00 AM,Thursday,2010,August,9,12,3,0,55
DCA,US Airways Inc.,7:00 AM,Tuesday,2010,September,9,12,3,0,9
DCA,US Airways Inc.,7:00 AM,Tuesday,2010,July,9,12,3,0,27
DCA,US Airways Inc.,6:00 AM,Friday,2010,December,9,12,3,0,11
DCA,US Airways Inc.,6:00 AM,Friday,2010,August,9,12,3,0,26
DCA,US Airways Inc.,6:00 AM,Thursday,2010,August,9,12,3,0,13
DCA,US Airways Inc.,6:00 AM,Wednesday,2010,December,9,12,3,0,26
DCA,US Airways Inc.,6:00 AM,Wednesday,2010,April,9,12,3,0,14
DCA,US Airways Inc.,6:00 AM,Monday,2010,September,9,12,3,0,3
DCA,US Airways Inc.,6:00 AM,Monday,2010,June,9,12,3,0,10
DCA,US Airways Inc.,6:00 AM,Monday,2010,April,9,12,3,0,12
DCA,Delta Air Lines Inc.,12:00 PM,Thursday,2010,November,9,12,3,0,13
DCA,Delta Air Lines Inc.,12:00 PM,Thursday,2010,October,9,12,3,0,21
DCA,Delta Air Lines Inc.,12:00 PM,Monday,2010,June,9,12,3,0,102
DCA,Delta Air Lines Inc.,11:00 AM,Friday,2010,September,9,12,3,0,9
DCA,Delta Air Lines Inc.,11:00 AM,Friday,2010,March,9,12,3,0,28
DCA,Delta Air Lines Inc.,11:00 AM,Wednesday,2010,April,9,12,3,0,9
DCA,Delta Air Lines Inc.,11:00 AM,Tuesday,2010,April,9,12,3,0,20
DCA,Delta Air Lines Inc.,11:00 AM,Tuesday,2010,February,9,12,3,0,30
DCA,Delta Air Lines Inc.,11:00 AM,Monday,2010,October,9,12,3,0,19
DCA,Delta Air Lines Inc.,11:00 AM,Monday,2010,January,9,12,3,0,11
DCA,Delta Air Lines Inc.,11:00 AM,Sunday,2010,September,9,12,3,0,14
DCA,Delta Air Lines Inc.,7:00 AM,Friday,2010,June,9,12,3,0,29
DCA,Delta Air Lines Inc.,7:00 AM,Wednesday,2010,October,9,12,3,0,18
DCA,Delta Air Lines Inc.,7:00 AM,Monday,2010,June,9,12,3,0,2
DCA,Delta Air Lines Inc.,7:00 AM,Sunday,2010,July,9,12,3,0,59
DCA,Delta Air Lines Inc.,6:00 AM,Saturday,2010,September,9,12,3,0,13
DCA,Delta Air Lines Inc.,6:00 AM,Monday,2010,September,9,12,3,0,16
DCA,Comair Inc.,11:00 AM,Tuesday,2010,January,9,12,3,0,9
DCA,Comair Inc.,6:00 AM,Wednesday,2010,August,9,12,3,0,12
DCA,Comair Inc.,6:00 AM,Wednesday,2010,June,9,12,3,0,72
DCA,Comair Inc.,6:00 AM,Tuesday,2010,April,9,12,3,0,6
DCA,American Eagle Airlines Inc.,12:00 PM,Saturday,2010,August,9,12,3,0,5
DCA,American Eagle Airlines Inc.,12:00 PM,Sunday,2010,October,9,12,3,0,204
DCA,American Eagle Airlines Inc.,10:00 AM,Wednesday,2010,March,9,12,3,0,25
DCA,American Eagle Airlines Inc.,6:00 AM,Friday,2010,August,9,12,3,0,8
DCA,American Eagle Airlines Inc.,6:00 AM,Thursday,2010,March,9,12,3,0,19
DCA,American Eagle Airlines Inc.,6:00 AM,Wednesday,2010,April,9,12,3,0,28
DCA,American Eagle Airlines Inc.,6:00 AM,Tuesday,2010,May,9,12,3,0,6
DCA,American Airlines Inc.,11:00 AM,Friday,2010,May,9,12,3,0,13
DCA,American Airlines Inc.,11:00 AM,Monday,2010,June,9,12,3,0,19
DCA,American Airlines Inc.,10:00 AM,Wednesday,2010,March,9,12,3,0,32
DCA,American Airlines Inc.,8:00 AM,Saturday,2010,November,9,12,3,0,7
DCA,American Airlines Inc.,8:00 AM,Friday,2010,September,9,12,3,0,20
DCA,American Airlines Inc.,8:00 AM,Tuesday,2010,January,9,12,3,0,12
DCA,American Airlines Inc.,8:00 AM,Sunday,2010,November,9,12,3,0,4
DCA,American Airlines Inc.,8:00 AM,Sunday,2010,September,9,12,3,0,9
DCA,American Airlines Inc.,8:00 AM,Sunday,2010,June,9,12,3,0,19
DCA,American Airlines Inc.,7:00 AM,Friday,2010,November,9,12,3,0,11
DCA,American Airlines Inc.,7:00 AM,Friday,2010,August,9,12,3,0,8
DCA,American Airlines Inc.,7:00 AM,Thursday,2010,October,9,12,3,0,6
DCA,American Airlines Inc.,7:00 AM,Wednesday,2010,November,9,12,3,0,11
DCA,American Airlines Inc.,7:00 AM,Wednesday,2010,July,9,12,3,0,16
DCA,American Airlines Inc.,7:00 AM,Monday,2010,July,9,12,3,0,12
DCA,American Airlines Inc.,6:00 AM,Friday,2010,April,9,12,3,0,51
DCA,American Airlines Inc.,6:00 AM,Friday,2010,March,9,12,3,0,16
DCA,American Airlines Inc.,6:00 AM,Sunday,2010,December,9,12,3,0,9
DCA,AirTran Airways Corporation,6:00 AM,Thursday,2010,October,9,12,3,0,38
DCA,AirTran Airways Corporation,6:00 AM,Monday,2010,December,9,12,3,0,27
DCA,AirTran Airways Corporation,6:00 AM,Sunday,2010,December,9,12,3,0,7
IAD,United Air Lines Inc.,9:00 AM,Saturday,2010,August,9,12,3,0,6
IAD,United Air Lines Inc.,9:00 AM,Thursday,2010,January,9,12,3,0,43
IAD,United Air Lines Inc.,9:00 AM,Sunday,2010,October,9,12,3,0,52
IAD,United Air Lines Inc.,9:00 AM,Sunday,2010,April,9,12,3,0,5
IAD,United Air Lines Inc.,6:00 AM,Wednesday,2010,October,9,12,3,0,13
IAD,United Air Lines Inc.,6:00 AM,Tuesday,2010,October,9,12,3,0,15
IAD,Expressjet Airlines Inc.,12:00 PM,Wednesday,2010,May,9,12,3,0,24
IAD,Expressjet Airlines Inc.,12:00 PM,Tuesday,2010,May,9,12,3,0,13
IAD,Expressjet Airlines Inc.,8:00 AM,Friday,2010,May,9,12,3,0,37
IAD,Expressjet Airlines Inc.,8:00 AM,Thursday,2010,October,9,12,3,0,5
IAD,Expressjet Airlines Inc.,8:00 AM,Thursday,2010,May,9,12,3,0,9
IAD,Expressjet Airlines Inc.,8:00 AM,Wednesday,2010,January,9,12,3,0,21
IAD,Expressjet Airlines Inc.,8:00 AM,Monday,2010,October,9,12,3,0,12
BWI,US Airways Inc.,7:00 AM,Friday,2010,March,9,12,3,0,24
BWI,US Airways Inc.,7:00 AM,Thursday,2010,March,9,12,3,0,11
BWI,US Airways Inc.,7:00 AM,Thursday,2010,January,9,12,3,0,7
BWI,US Airways Inc.,7:00 AM,Wednesday,2010,July,9,12,3,0,21
BWI,US Airways Inc.,7:00 AM,Sunday,2010,September,9,12,3,0,21
BWI,United Air Lines Inc.,7:00 AM,Monday,2010,November,9,12,3,0,21
BWI,United Air Lines Inc.,6:00 AM,Sunday,2010,June,9,12,3,0,6
BWI,Southwest Airlines Co.,11:00 AM,Wednesday,2010,October,9,12,3,0,28
BWI,Delta Air Lines Inc.,12:00 PM,Monday,2010,April,9,12,3,0,48
BWI,Delta Air Lines Inc.,7:00 AM,Friday,2010,March,9,12,3,0,11
BWI,Delta Air Lines Inc.,7:00 AM,Thursday,2010,April,9,12,3,0,15
BWI,Delta Air Lines Inc.,7:00 AM,Thursday,2010,January,9,12,3,0,24
BWI,Delta Air Lines Inc.,7:00 AM,Tuesday,2010,October,9,12,3,0,14
BWI,Delta Air Lines Inc.,7:00 AM,Monday,2010,October,9,12,3,0,20
BWI,Delta Air Lines Inc.,7:00 AM,Monday,2010,September,9,12,3,0,13
BWI,Delta Air Lines Inc.,7:00 AM,Sunday,2010,March,9,12,3,0,161
BWI,Delta Air Lines Inc.,6:00 AM,Wednesday,2010,November,9,12,3,0,5
BWI,Delta Air Lines Inc.,6:00 AM,Monday,2010,October,9,12,3,0,4
BWI,AirTran Airways Corporation,12:00 PM,Saturday,2010,November,9,12,3,0,3
BWI,AirTran Airways Corporation,12:00 PM,Saturday,2010,June,9,12,3,0,12
BWI,AirTran Airways Corporation,12:00 PM,Friday,2010,August,9,12,3,0,32
BWI,AirTran Airways Corporation,12:00 PM,Thursday,2010,November,9,12,3,0,16
BWI,AirTran Airways Corporation,12:00 PM,Thursday,2010,August,9,12,3,0,189
BWI,AirTran Airways Corporation,12:00 PM,Thursday,2010,June,9,12,3,0,48
BWI,AirTran Airways Corporation,12:00 PM,Thursday,2010,May,9,12,3,0,10
BWI,AirTran Airways Corporation,12:00 PM,Tuesday,2010,May,9,12,3,0,7
BWI,AirTran Airways Corporation,12:00 PM,Monday,2010,September,9,12,3,0,28
BWI,AirTran Airways Corporation,10:00 AM,Tuesday,2010,January,9,12,3,0,6
BWI,AirTran Airways Corporation,9:00 AM,Saturday,2010,December,9,12,3,0,10
BWI,AirTran Airways Corporation,9:00 AM,Thursday,2010,March,9,12,3,0,11
BWI,AirTran Airways Corporation,7:00 AM,Wednesday,2010,November,9,12,3,0,5
DCA,American Eagle Airlines Inc.,8:00 AM,Wednesday,2009,February,5,8,3,0,17
DCA,American Eagle Airlines Inc.,8:00 AM,Tuesday,2010,October,5,8,3,0,16
DCA,American Eagle Airlines Inc.,8:00 AM,Tuesday,2009,May,5,8,3,0,14
DCA,American Eagle Airlines Inc.,8:00 AM,Tuesday,2009,April,5,8,3,0,33
DCA,American Eagle Airlines Inc.,8:00 AM,Monday,2010,October,5,8,3,0,25
DCA,American Eagle Airlines Inc.,8:00 AM,Monday,2009,October,5,8,3,0,19
DCA,American Eagle Airlines Inc.,7:00 AM,Friday,2010,September,5,8,3,0,3
DCA,American Eagle Airlines Inc.,7:00 AM,Thursday,2010,August,5,8,3,0,19
DCA,American Eagle Airlines Inc.,7:00 AM,Thursday,2010,June,5,8,3,0,16
DCA,American Eagle Airlines Inc.,7:00 AM,Thursday,2009,November,5,8,3,0,7
DCA,American Eagle Airlines Inc.,7:00 AM,Wednesday,2009,October,5,8,3,0,17
DCA,American Eagle Airlines Inc.,7:00 AM,Tuesday,2010,September,5,8,3,0,14
DCA,American Eagle Airlines Inc.,6:00 AM,Saturday,2010,August,5,8,3,0,5
DCA,American Eagle Airlines Inc.,6:00 AM,Saturday,2010,March,5,8,3,0,14
DCA,American Eagle Airlines Inc.,6:00 AM,Saturday,2009,April,5,8,3,0,81
DCA,American Eagle Airlines Inc.,6:00 AM,Friday,2011,January,5,8,3,0,8
DCA,US Airways Inc.,1:00 PM,Thursday,2010,May,5,8,3,0,3
DCA,US Airways Inc.,1:00 PM,Thursday,2009,August,5,8,3,0,24
DCA,US Airways Inc.,1:00 PM,Wednesday,2009,June,5,8,3,0,4
DCA,US Airways Inc.,1:00 PM,Wednesday,2009,May,5,8,3,0,10
DCA,US Airways Inc.,1:00 PM,Tuesday,2010,July,5,8,3,0,54
DCA,US Airways Inc.,1:00 PM,Tuesday,2009,August,5,8,3,0,6
DCA,US Airways Inc.,1:00 PM,Monday,2010,June,5,8,3,0,14
DCA,US Airways Inc.,1:00 PM,Monday,2009,May,5,8,3,0,33
DCA,US Airways Inc.,1:00 PM,Sunday,2010,June,5,8,3,0,8
DCA,US Airways Inc.,12:00 PM,Wednesday,2010,May,5,8,3,0,10
DCA,US Airways Inc.,12:00 PM,Sunday,2010,November,5,8,3,0,8
DCA,US Airways Inc.,12:00 PM,Sunday,2009,July,5,8,3,0,16
DCA,US Airways Inc.,11:00 AM,Wednesday,2009,November,5,8,3,0,13
DCA,US Airways Inc.,9:00 AM,Friday,2010,January,5,8,3,0,18
DCA,US Airways Inc.,9:00 AM,Friday,2009,February,5,8,3,0,5
DCA,US Airways Inc.,9:00 AM,Thursday,2009,August,5,8,3,0,4
DCA,US Airways Inc.,9:00 AM,Thursday,2009,May,5,8,3,0,20
DCA,US Airways Inc.,9:00 AM,Wednesday,2009,May,5,8,3,0,38
DCA,US Airways Inc.,7:00 AM,Saturday,2010,April,5,8,3,0,9
DCA,US Airways Inc.,6:00 AM,Saturday,2010,April,5,8,3,0,1
DCA,US Airways Inc.,6:00 AM,Thursday,2009,December,5,8,3,0,42
DCA,US Airways Inc.,6:00 AM,Thursday,2009,November,5,8,3,0,5
DCA,US Airways Inc.,6:00 AM,Tuesday,2009,July,5,8,3,0,5
DCA,United Air Lines Inc.,7:00 AM,Friday,2010,May,5,8,3,0,21
DCA,United Air Lines Inc.,7:00 AM,Wednesday,2010,October,5,8,3,0,25
DCA,United Air Lines Inc.,7:00 AM,Wednesday,2010,August,5,8,3,0,58
DCA,United Air Lines Inc.,7:00 AM,Wednesday,2010,January,5,8,3,0,11
DCA,United Air Lines Inc.,7:00 AM,Tuesday,2010,July,5,8,3,0,23
DCA,United Air Lines Inc.,7:00 AM,Tuesday,2010,February,5,8,3,0,7
DCA,United Air Lines Inc.,7:00 AM,Monday,2009,October,5,8,3,0,4
DCA,Expressjet Airlines Inc.,9:00 AM,Thursday,2009,May,5,8,3,0,15
DCA,Expressjet Airlines Inc.,6:00 AM,Wednesday,2010,October,5,8,3,0,13
DCA,Delta Air Lines Inc.,1:00 PM,Sunday,2009,July,5,8,3,0,11
DCA,Delta Air Lines Inc.,10:00 AM,Friday,2011,January,5,8,3,0,18
DCA,Delta Air Lines Inc.,9:00 AM,Friday,2010,September,5,8,3,0,25
DCA,Delta Air Lines Inc.,9:00 AM,Friday,2010,June,5,8,3,0,35
DCA,Delta Air Lines Inc.,9:00 AM,Friday,2010,May,5,8,3,0,31
DCA,Delta Air Lines Inc.,9:00 AM,Thursday,2010,May,5,8,3,0,13
DCA,Delta Air Lines Inc.,9:00 AM,Wednesday,2010,November,5,8,3,0,12
DCA,Delta Air Lines Inc.,9:00 AM,Tuesday,2010,July,5,8,3,0,12
DCA,Delta Air Lines Inc.,8:00 AM,Saturday,2010,March,5,8,3,0,4
DCA,Delta Air Lines Inc.,8:00 AM,Thursday,2010,March,5,8,3,0,33
DCA,Delta Air Lines Inc.,8:00 AM,Wednesday,2010,May,5,8,3,0,7
DCA,Delta Air Lines Inc.,8:00 AM,Tuesday,2010,April,5,8,3,0,8
DCA,Delta Air Lines Inc.,8:00 AM,Tuesday,2010,January,5,8,3,0,9
DCA,Delta Air Lines Inc.,7:00 AM,Thursday,2009,November,5,8,3,0,45
DCA,Delta Air Lines Inc.,7:00 AM,Wednesday,2009,February,5,8,3,0,11
DCA,Delta Air Lines Inc.,7:00 AM,Tuesday,2009,August,5,8,3,0,6
DCA,Delta Air Lines Inc.,7:00 AM,Tuesday,2009,July,5,8,3,0,9
DCA,Delta Air Lines Inc.,7:00 AM,Tuesday,2009,February,5,8,3,0,10
DCA,Delta Air Lines Inc.,7:00 AM,Sunday,2009,April,5,8,3,0,10
DCA,Delta Air Lines Inc.,7:00 AM,Sunday,2009,February,5,8,3,0,7
DCA,Delta Air Lines Inc.,6:00 AM,Friday,2009,August,5,8,3,0,10
DCA,Comair Inc.,1:00 PM,Thursday,2009,March,5,8,3,0,5
DCA,Comair Inc.,1:00 PM,Wednesday,2010,May,5,8,3,0,44
DCA,Comair Inc.,1:00 PM,Wednesday,2009,March,5,8,3,0,14
DCA,Comair Inc.,1:00 PM,Monday,2009,October,5,8,3,0,11
DCA,Comair Inc.,1:00 PM,Sunday,2009,October,5,8,3,0,17
DCA,Comair Inc.,12:00 PM,Friday,2010,December,5,8,3,0,126
DCA,Comair Inc.,12:00 PM,Friday,2010,August,5,8,3,0,46
DCA,Comair Inc.,12:00 PM,Friday,2009,December,5,8,3,0,42
DCA,Comair Inc.,12:00 PM,Thursday,2010,August,5,8,3,0,54
DCA,Comair Inc.,12:00 PM,Wednesday,2010,November,5,8,3,0,39
DCA,Comair Inc.,12:00 PM,Wednesday,2010,August,5,8,3,0,15
DCA,Comair Inc.,12:00 PM,Wednesday,2010,July,5,8,3,0,3
DCA,Comair Inc.,12:00 PM,Wednesday,2010,June,5,8,3,0,59
DCA,Comair Inc.,12:00 PM,Tuesday,2010,January,5,8,3,0,11
DCA,Comair Inc.,12:00 PM,Sunday,2009,November,5,8,3,0,38
DCA,Comair Inc.,11:00 AM,Friday,2009,March,5,8,3,0,11
DCA,Comair Inc.,11:00 AM,Friday,2009,February,5,8,3,0,9
DCA,Comair Inc.,11:00 AM,Thursday,2010,August,5,8,3,0,15
DCA,Comair Inc.,11:00 AM,Tuesday,2010,October,5,8,3,0,47
DCA,Comair Inc.,11:00 AM,Monday,2009,August,5,8,3,0,50
DCA,Comair Inc.,11:00 AM,Monday,2009,January,5,8,3,0,5
DCA,Comair Inc.,11:00 AM,Sunday,2009,May,5,8,3,0,9
DCA,Comair Inc.,10:00 AM,Saturday,2009,September,5,8,3,0,18
DCA,Comair Inc.,10:00 AM,Saturday,2009,March,5,8,3,0,9
DCA,Comair Inc.,10:00 AM,Thursday,2010,January,5,8,3,0,7
DCA,Comair Inc.,10:00 AM,Thursday,2009,September,5,8,3,0,4
DCA,Comair Inc.,10:00 AM,Tuesday,2009,July,5,8,3,0,24
DCA,Comair Inc.,10:00 AM,Monday,2009,October,5,8,3,0,7
DCA,Comair Inc.,10:00 AM,Monday,2009,July,5,8,3,0,19
DCA,Comair Inc.,9:00 AM,Friday,2010,March,5,8,3,0,22
DCA,Comair Inc.,9:00 AM,Wednesday,2010,April,5,8,3,0,37
DCA,Comair Inc.,9:00 AM,Tuesday,2010,July,5,8,3,0,109
DCA,Comair Inc.,9:00 AM,Monday,2010,July,5,8,3,0,46
DCA,Comair Inc.,8:00 AM,Thursday,2009,August,5,8,3,0,58
DCA,Comair Inc.,8:00 AM,Tuesday,2009,August,5,8,3,0,36
DCA,Comair Inc.,7:00 AM,Friday,2010,May,5,8,3,0,2
DCA,Comair Inc.,7:00 AM,Friday,2010,March,5,8,3,0,21
DCA,Comair Inc.,7:00 AM,Friday,2010,January,5,8,3,0,11
DCA,Comair Inc.,7:00 AM,Wednesday,2010,May,5,8,3,0,19
DCA,Comair Inc.,7:00 AM,Wednesday,2009,February,5,8,3,0,8
DCA,Comair Inc.,7:00 AM,Tuesday,2009,December,5,8,3,0,13
DCA,Comair Inc.,7:00 AM,Tuesday,2009,February,5,8,3,0,12
DCA,Comair Inc.,6:00 AM,Friday,2009,March,5,8,3,0,22
DCA,Comair Inc.,6:00 AM,Friday,2009,February,5,8,3,0,12
DCA,Comair Inc.,6:00 AM,Thursday,2009,August,5,8,3,0,3
DCA,Comair Inc.,6:00 AM,Thursday,2009,March,5,8,3,0,6
DCA,Comair Inc.,6:00 AM,Sunday,2009,October,5,8,3,0,3
DCA,Comair Inc.,6:00 AM,Sunday,2009,April,5,8,3,0,7
DCA,American Airlines Inc.,1:00 PM,Saturday,2010,December,5,8,3,0,37
DCA,American Airlines Inc.,1:00 PM,Saturday,2009,September,5,8,3,0,28
DCA,American Airlines Inc.,1:00 PM,Friday,2011,January,5,8,3,0,7
DCA,American Airlines Inc.,1:00 PM,Friday,2009,December,5,8,3,0,32
DCA,American Airlines Inc.,1:00 PM,Wednesday,2011,January,5,8,3,0,14
DCA,American Airlines Inc.,1:00 PM,Tuesday,2010,December,5,8,3,0,67
DCA,American Airlines Inc.,1:00 PM,Monday,2010,October,5,8,3,0,6
DCA,American Airlines Inc.,1:00 PM,Monday,2009,December,5,8,3,0,38
DCA,American Airlines Inc.,1:00 PM,Monday,2009,January,5,8,3,0,45
DCA,American Airlines Inc.,1:00 PM,Sunday,2010,July,5,8,3,0,13
DCA,American Airlines Inc.,1:00 PM,Sunday,2009,December,5,8,3,0,117
DCA,American Airlines Inc.,12:00 PM,Saturday,2010,April,5,8,3,0,16
DCA,American Airlines Inc.,12:00 PM,Saturday,2010,March,5,8,3,0,134
DCA,American Airlines Inc.,12:00 PM,Thursday,2010,October,5,8,3,0,12
