Origin Airport,Airline Name,Departure Hour,Day of Week,Year,Month,On-Time,Number of Flights,Flights Delayed,Flights Cancelled,Avg Delay (min)
DCA,AirTran Airways Corporation,1:00 PM,Sunday,2010,April,2,4,2,0,10
DCA,AirTran Airways Corporation,12:00 PM,Saturday,2010,August,2,4,2,0,68
DCA,AirTran Airways Corporation,12:00 PM,Friday,2010,August,2,4,2,0,42
DCA,AirTran Airways Corporation,12:00 PM,Friday,2010,February,2,4,2,0,230
DCA,AirTran Airways Corporation,12:00 PM,Wednesday,2010,August,2,4,2,0,12
DCA,AirTran Airways Corporation,12:00 PM,Tuesday,2010,May,2,4,2,0,7
DCA,AirTran Airways Corporation,12:00 PM,Tuesday,2010,April,2,4,2,0,10
DCA,AirTran Airways Corporation,12:00 PM,Monday,2010,October,2,4,2,0,32
DCA,AirTran Airways Corporation,12:00 PM,Sunday,2010,March,2,4,2,0,24
DCA,AirTran Airways Corporation,11:00 AM,Saturday,2010,March,2,4,2,0,63
DCA,AirTran Airways Corporation,11:00 AM,Friday,2010,January,2,4,2,0,9
DCA,AirTran Airways Corporation,11:00 AM,Thursday,2010,March,2,4,2,0,9
DCA,AirTran Airways Corporation,11:00 AM,Tuesday,2010,July,2,4,2,0,30
DCA,AirTran Airways Corporation,11:00 AM,Monday,2010,January,2,4,2,0,38
DCA,AirTran Airways Corporation,10:00 AM,Saturday,2010,August,2,4,2,0,11
DCA,AirTran Airways Corporation,10:00 AM,Friday,2010,February,2,4,2,0,27
DCA,AirTran Airways Corporation,10:00 AM,Friday,2010,January,2,4,2,0,46
DCA,AirTran Airways Corporation,10:00 AM,Thursday,2010,June,2,4,2,0,20
DCA,AirTran Airways Corporation,10:00 AM,Thursday,2010,January,2,4,2,0,2
DCA,AirTran Airways Corporation,10:00 AM,Monday,2010,June,2,4,2,0,3
DCA,AirTran Airways Corporation,8:00 AM,Friday,2010,August,2,4,2,0,225
DCA,AirTran Airways Corporation,8:00 AM,Thursday,2010,November,2,4,2,0,18
DCA,AirTran Airways Corporation,8:00 AM,Wednesday,2010,November,2,4,2,0,41
DCA,AirTran Airways Corporation,8:00 AM,Tuesday,2010,July,2,4,2,0,11
DCA,AirTran Airways Corporation,8:00 AM,Tuesday,2010,February,2,4,2,0,7
DCA,AirTran Airways Corporation,8:00 AM,Monday,2010,January,2,4,2,0,19
DCA,AirTran Airways Corporation,8:00 AM,Sunday,2010,March,2,4,2,0,5
IAD,US Airways Inc.,7:00 AM,Saturday,2010,November,2,4,2,0,10
IAD,US Airways Inc.,7:00 AM,Friday,2010,September,2,4,2,0,12
IAD,US Airways Inc.,7:00 AM,Friday,2010,August,2,4,2,0,13
IAD,US Airways Inc.,7:00 AM,Thursday,2010,November,2,4,2,0,20
IAD,US Airways Inc.,7:00 AM,Thursday,2010,June,2,4,2,0,13
IAD,US Airways Inc.,7:00 AM,Tuesday,2010,December,2,4,2,0,6
IAD,US Airways Inc.,7:00 AM,Tuesday,2010,July,2,4,2,0,27
IAD,US Airways Inc.,7:00 AM,Sunday,2010,November,2,4,2,0,12
IAD,US Airways Inc.,7:00 AM,Sunday,2010,June,2,4,2,0,11
IAD,United Air Lines Inc.,1:00 PM,Wednesday,2010,June,2,4,2,0,82
IAD,United Air Lines Inc.,1:00 PM,Tuesday,2010,September,2,4,2,0,65
IAD,United Air Lines Inc.,9:00 AM,Thursday,2010,October,2,4,2,0,128
IAD,United Air Lines Inc.,9:00 AM,Monday,2010,September,2,4,2,0,46
IAD,United Air Lines Inc.,7:00 AM,Friday,2010,May,2,4,2,0,33
IAD,United Air Lines Inc.,7:00 AM,Thursday,2010,May,2,4,2,0,72
IAD,United Air Lines Inc.,7:00 AM,Wednesday,2010,April,2,4,2,0,8
IAD,Southwest Airlines Co.,1:00 PM,Friday,2010,June,2,4,2,0,56
IAD,Southwest Airlines Co.,1:00 PM,Wednesday,2010,October,2,4,2,0,4
IAD,Southwest Airlines Co.,1:00 PM,Tuesday,2010,October,2,4,2,0,39
IAD,Southwest Airlines Co.,1:00 PM,Tuesday,2010,July,2,4,2,0,5
IAD,Southwest Airlines Co.,1:00 PM,Monday,2010,June,2,4,2,0,19
IAD,Southwest Airlines Co.,1:00 PM,Monday,2010,May,2,4,2,0,12
IAD,Southwest Airlines Co.,1:00 PM,Monday,2010,January,2,4,2,0,5
IAD,Southwest Airlines Co.,12:00 PM,Saturday,2010,September,2,4,2,0,13
IAD,Southwest Airlines Co.,12:00 PM,Saturday,2010,April,2,4,2,0,6
IAD,Southwest Airlines Co.,12:00 PM,Saturday,2010,March,2,4,2,0,9
IAD,Southwest Airlines Co.,12:00 PM,Monday,2010,June,2,4,2,0,14
IAD,Southwest Airlines Co.,12:00 PM,Monday,2010,May,2,4,2,0,100
IAD,Southwest Airlines Co.,12:00 PM,Sunday,2010,June,2,4,2,0,85
IAD,Southwest Airlines Co.,11:00 AM,Friday,2010,September,2,4,2,0,1
IAD,Southwest Airlines Co.,11:00 AM,Friday,2010,June,2,4,2,0,12
IAD,Southwest Airlines Co.,11:00 AM,Thursday,2010,September,2,4,2,0,7
IAD,Southwest Airlines Co.,10:00 AM,Friday,2010,February,2,4,2,0,14
IAD,Southwest Airlines Co.,10:00 AM,Wednesday,2010,October,2,4,2,0,5
IAD,Southwest Airlines Co.,10:00 AM,Tuesday,2010,December,2,4,2,0,16
IAD,Southwest Airlines Co.,10:00 AM,Tuesday,2010,February,2,4,2,0,24
IAD,Southwest Airlines Co.,10:00 AM,Monday,2010,December,2,4,2,0,11
IAD,Southwest Airlines Co.,10:00 AM,Monday,2010,January,2,4,2,0,17
IAD,Southwest Airlines Co.,10:00 AM,Sunday,2010,June,2,4,2,0,65
IAD,Southwest Airlines Co.,10:00 AM,Sunday,2010,January,2,4,2,0,11
IAD,Southwest Airlines Co.,9:00 AM,Saturday,2010,March,2,4,2,0,16
IAD,Southwest Airlines Co.,9:00 AM,Friday,2010,May,2,4,2,0,53
IAD,Southwest Airlines Co.,9:00 AM,Monday,2010,September,2,4,2,0,33
IAD,Southwest Airlines Co.,9:00 AM,Monday,2010,June,2,4,2,0,33
IAD,Southwest Airlines Co.,9:00 AM,Sunday,2010,June,2,4,2,0,45
IAD,Southwest Airlines Co.,8:00 AM,Saturday,2010,April,2,4,2,0,7
IAD,Southwest Airlines Co.,7:00 AM,Thursday,2010,January,2,4,2,0,29
IAD,Southwest Airlines Co.,7:00 AM,Tuesday,2010,September,2,4,2,0,25
IAD,Mesa Airlines Inc.,1:00 PM,Monday,2010,December,2,4,2,0,18
IAD,Mesa Airlines Inc.,9:00 AM,Tuesday,2010,December,2,4,2,0,77
IAD,Mesa Airlines Inc.,7:00 AM,Saturday,2010,June,2,4,2,0,22
IAD,Mesa Airlines Inc.,7:00 AM,Friday,2010,September,2,4,2,0,14
IAD,Mesa Airlines Inc.,7:00 AM,Wednesday,2010,October,2,4,2,0,16
IAD,Mesa Airlines Inc.,7:00 AM,Wednesday,2010,August,2,4,2,0,96
IAD,Mesa Airlines Inc.,7:00 AM,Tuesday,2010,December,2,4,2,0,11
IAD,Mesa Airlines Inc.,7:00 AM,Monday,2010,October,2,4,2,0,17
IAD,Mesa Airlines Inc.,6:00 AM,Thursday,2010,May,2,4,2,0,14
IAD,Mesa Airlines Inc.,6:00 AM,Thursday,2010,April,2,4,2,0,10
IAD,Mesa Airlines Inc.,6:00 AM,Wednesday,2010,April,2,4,2,0,19
IAD,Mesa Airlines Inc.,6:00 AM,Tuesday,2010,May,2,4,2,0,7
IAD,Expressjet Airlines Inc.,1:00 PM,Wednesday,2010,April,2,4,2,0,34
IAD,Expressjet Airlines Inc.,11:00 AM,Sunday,2010,May,2,4,2,0,26
IAD,Expressjet Airlines Inc.,9:00 AM,Sunday,2010,May,2,4,2,0,71
IAD,Expressjet Airlines Inc.,6:00 AM,Saturday,2010,September,2,4,2,0,12
IAD,Expressjet Airlines Inc.,6:00 AM,Friday,2010,August,2,4,2,0,8
IAD,Expressjet Airlines Inc.,6:00 AM,Friday,2010,February,2,4,2,0,40
IAD,Expressjet Airlines Inc.,6:00 AM,Thursday,2010,November,2,4,2,0,11
IAD,Expressjet Airlines Inc.,6:00 AM,Tuesday,2010,May,2,4,2,0,18
IAD,Expressjet Airlines Inc.,6:00 AM,Tuesday,2010,April,2,4,2,0,15
IAD,Expressjet Airlines Inc.,6:00 AM,Monday,2010,January,2,4,2,0,20
IAD,Expressjet Airlines Inc.,6:00 AM,Sunday,2010,April,2,4,2,0,10
IAD,Delta Air Lines Inc.,12:00 PM,Saturday,2010,August,2,4,2,0,58
IAD,Delta Air Lines Inc.,12:00 PM,Saturday,2010,April,2,4,2,0,119
IAD,Delta Air Lines Inc.,12:00 PM,Friday,2010,August,2,4,2,0,20
IAD,Delta Air Lines Inc.,12:00 PM,Thursday,2010,March,2,4,2,0,38
IAD,Delta Air Lines Inc.,12:00 PM,Thursday,2010,January,2,4,2,0,4
IAD,Delta Air Lines Inc.,12:00 PM,Wednesday,2010,July,2,4,2,0,9
IAD,Delta Air Lines Inc.,12:00 PM,Monday,2010,October,2,4,2,0,19
IAD,Delta Air Lines Inc.,12:00 PM,Monday,2010,July,2,4,2,0,10
IAD,Delta Air Lines Inc.,12:00 PM,Sunday,2010,June,2,4,2,0,3
IAD,Delta Air Lines Inc.,9:00 AM,Saturday,2010,July,2,4,2,0,5
IAD,Delta Air Lines Inc.,9:00 AM,Thursday,2010,June,2,4,2,0,7
IAD,Delta Air Lines Inc.,9:00 AM,Tuesday,2010,May,2,4,2,0,34
IAD,Delta Air Lines Inc.,9:00 AM,Monday,2010,October,2,4,2,0,45
IAD,Delta Air Lines Inc.,8:00 AM,Saturday,2010,January,2,4,2,0,16
IAD,Delta Air Lines Inc.,8:00 AM,Thursday,2010,January,2,4,2,0,35
IAD,Delta Air Lines Inc.,7:00 AM,Saturday,2010,April,2,4,2,0,35
IAD,Delta Air Lines Inc.,6:00 AM,Saturday,2010,September,2,4,2,0,8
IAD,Delta Air Lines Inc.,6:00 AM,Saturday,2010,August,2,4,2,0,3
IAD,Delta Air Lines Inc.,6:00 AM,Friday,2010,August,2,4,2,0,9
IAD,Delta Air Lines Inc.,6:00 AM,Friday,2010,March,2,4,2,0,19
IAD,Delta Air Lines Inc.,6:00 AM,Friday,2010,February,2,4,2,0,55
IAD,Delta Air Lines Inc.,6:00 AM,Thursday,2010,August,2,4,2,0,38
IAD,Delta Air Lines Inc.,6:00 AM,Thursday,2010,March,2,4,2,0,21
IAD,Delta Air Lines Inc.,6:00 AM,Thursday,2010,January,2,4,2,0,21
IAD,Delta Air Lines Inc.,6:00 AM,Wednesday,2010,August,2,4,2,0,7
IAD,Delta Air Lines Inc.,6:00 AM,Monday,2010,October,2,4,2,0,12
IAD,Delta Air Lines Inc.,6:00 AM,Sunday,2010,April,2,4,2,0,4
IAD,Delta Air Lines Inc.,12:00 AM,Friday,2010,March,2,4,2,0,16
IAD,Delta Air Lines Inc.,12:00 AM,Thursday,2010,March,2,4,2,0,45
IAD,Comair Inc.,1:00 PM,Thursday,2010,May,2,4,2,0,77
IAD,Comair Inc.,1:00 PM,Wednesday,2010,May,2,4,2,0,41
IAD,Comair Inc.,1:00 PM,Tuesday,2010,May,2,4,2,0,131
IAD,Comair Inc.,12:00 PM,Friday,2010,March,2,4,2,0,6
IAD,Comair Inc.,12:00 PM,Thursday,2010,November,2,4,2,0,6
IAD,Comair Inc.,12:00 PM,Thursday,2010,October,2,4,2,0,37
IAD,Comair Inc.,12:00 PM,Thursday,2010,March,2,4,2,0,59
IAD,Comair Inc.,12:00 PM,Tuesday,2010,December,2,4,2,0,92
IAD,Comair Inc.,12:00 PM,Tuesday,2010,October,2,4,2,0,31
IAD,Comair Inc.,12:00 PM,Tuesday,2010,April,2,4,2,0,14
IAD,Comair Inc.,12:00 PM,Monday,2010,December,2,4,2,0,10
IAD,Comair Inc.,12:00 PM,Monday,2010,January,2,4,2,0,177
IAD,Comair Inc.,12:00 PM,Sunday,2010,April,2,4,2,0,101
IAD,Comair Inc.,11:00 AM,Friday,2010,October,2,4,2,0,3
IAD,Comair Inc.,11:00 AM,Thursday,2010,October,2,4,2,0,23
IAD,Comair Inc.,11:00 AM,Tuesday,2010,October,2,4,2,0,43
IAD,Comair Inc.,11:00 AM,Monday,2010,December,2,4,2,0,86
IAD,Comair Inc.,11:00 AM,Monday,2010,October,2,4,2,0,12
IAD,Comair Inc.,7:00 AM,Wednesday,2010,July,2,4,2,0,250
IAD,Comair Inc.,7:00 AM,Monday,2010,October,2,4,2,0,12
IAD,Comair Inc.,7:00 AM,Monday,2010,July,2,4,2,0,50
IAD,Comair Inc.,6:00 AM,Thursday,2010,October,2,4,2,0,13
IAD,Comair Inc.,6:00 AM,Monday,2010,December,2,4,2,0,58
IAD,American Airlines Inc.,1:00 PM,Wednesday,2010,October,2,4,2,0,20
IAD,American Airlines Inc.,1:00 PM,Tuesday,2010,September,2,4,2,0,10
IAD,American Airlines Inc.,1:00 PM,Monday,2010,October,2,4,2,0,9
IAD,American Airlines Inc.,12:00 PM,Saturday,2010,March,2,4,2,0,15
IAD,American Airlines Inc.,12:00 PM,Friday,2010,November,2,4,2,0,28
IAD,American Airlines Inc.,12:00 PM,Friday,2010,February,2,4,2,0,25
IAD,American Airlines Inc.,12:00 PM,Thursday,2010,October,2,4,2,0,9
IAD,American Airlines Inc.,12:00 PM,Thursday,2010,February,2,4,2,0,38
IAD,American Airlines Inc.,12:00 PM,Tuesday,2010,October,2,4,2,0,2
IAD,American Airlines Inc.,12:00 PM,Tuesday,2010,January,2,4,2,0,32
IAD,American Airlines Inc.,12:00 PM,Monday,2010,December,2,4,2,0,42
IAD,American Airlines Inc.,11:00 AM,Friday,2010,August,2,4,2,0,19
IAD,American Airlines Inc.,11:00 AM,Thursday,2010,May,2,4,2,0,36
IAD,American Airlines Inc.,11:00 AM,Wednesday,2010,August,2,4,2,0,5
IAD,American Airlines Inc.,11:00 AM,Wednesday,2010,May,2,4,2,0,13
IAD,American Airlines Inc.,11:00 AM,Tuesday,2010,July,2,4,2,0,15
IAD,American Airlines Inc.,10:00 AM,Thursday,2010,November,2,4,2,0,6
IAD,American Airlines Inc.,10:00 AM,Thursday,2010,May,2,4,2,0,5
IAD,American Airlines Inc.,10:00 AM,Thursday,2010,January,2,4,2,0,23
IAD,American Airlines Inc.,10:00 AM,Tuesday,2010,January,2,4,2,0,14
IAD,American Airlines Inc.,9:00 AM,Saturday,2010,November,2,4,2,0,41
IAD,American Airlines Inc.,9:00 AM,Thursday,2010,May,2,4,2,0,8
IAD,American Airlines Inc.,9:00 AM,Tuesday,2010,December,2,4,2,0,323
IAD,American Airlines Inc.,9:00 AM,Tuesday,2010,October,2,4,2,0,11
IAD,American Airlines Inc.,9:00 AM,Tuesday,2010,May,2,4,2,0,13
IAD,American Airlines Inc.,9:00 AM,Tuesday,2010,February,2,4,2,0,6
IAD,American Airlines Inc.,9:00 AM,Sunday,2010,March,2,4,2,0,22
IAD,American Airlines Inc.,8:00 AM,Tuesday,2010,May,2,4,2,0,29
IAD,American Airlines Inc.,8:00 AM,Tuesday,2010,April,2,4,2,0,16
IAD,American Airlines Inc.,7:00 AM,Saturday,2010,December,2,4,2,0,228
IAD,American Airlines Inc.,7:00 AM,Saturday,2010,November,2,4,2,0,62
IAD,American Airlines Inc.,7:00 AM,Tuesday,2010,January,2,4,2,0,19
IAD,American Airlines Inc.,7:00 AM,Monday,2010,January,2,4,2,0,6
IAD,American Airlines Inc.,7:00 AM,Sunday,2010,December,2,4,2,0,4
IAD,American Airlines Inc.,6:00 AM,Tuesday,2010,July,2,4,2,0,6
IAD,American Airlines Inc.,6:00 AM,Sunday,2010,July,2,4,2,0,21
IAD,AirTran Airways Corporation,12:00 PM,Saturday,2010,April,2,4,2,0,97
IAD,AirTran Airways Corporation,12:00 PM,Thursday,2010,September,2,4,2,0,8
IAD,AirTran Airways Corporation,12:00 PM,Monday,2010,October,2,4,2,0,21
IAD,AirTran Airways Corporation,11:00 AM,Saturday,2010,June,2,4,2,0,36
IAD,AirTran Airways Corporation,11:00 AM,Friday,2010,August,2,4,2,0,46
IAD,AirTran Airways Corporation,11:00 AM,Friday,2010,February,2,4,2,0,96
IAD,AirTran Airways Corporation,11:00 AM,Thursday,2010,February,2,4,2,0,125
IAD,AirTran Airways Corporation,11:00 AM,Monday,2010,May,2,4,2,0,72
IAD,AirTran Airways Corporation,11:00 AM,Monday,2010,February,2,4,2,0,32
IAD,AirTran Airways Corporation,6:00 AM,Saturday,2010,November,2,4,2,0,211
IAD,AirTran Airways Corporation,6:00 AM,Saturday,2010,April,2,4,2,0,28
IAD,AirTran Airways Corporation,6:00 AM,Friday,2010,February,2,4,2,0,3
IAD,AirTran Airways Corporation,6:00 AM,Thursday,2010,March,2,4,2,0,31
IAD,AirTran Airways Corporation,6:00 AM,Thursday,2010,January,2,4,2,0,23
IAD,AirTran Airways Corporation,6:00 AM,Wednesday,2010,August,2,4,2,0,5
IAD,AirTran Airways Corporation,6:00 AM,Wednesday,2010,June,2,4,2,0,9
IAD,AirTran Airways Corporation,6:00 AM,Wednesday,2010,January,2,4,2,0,8
IAD,AirTran Airways Corporation,6:00 AM,Tuesday,2010,February,2,4,2,0,26
IAD,AirTran Airways Corporation,6:00 AM,Monday,2010,May,2,4,2,0,47
IAD,AirTran Airways Corporation,6:00 AM,Monday,2010,January,2,4,2,0,17
IAD,AirTran Airways Corporation,6:00 AM,Sunday,2010,May,2,4,2,0,4
IAD,Delta Air Lines Inc.,12:00 PM,Saturday,2009,April,1,4,3,0,8
IAD,Delta Air Lines Inc.,12:00 PM,Friday,2009,September,1,4,3,0,20
IAD,Delta Air Lines Inc.,12:00 PM,Friday,2009,March,1,4,3,0,19
IAD,Delta Air Lines Inc.,12:00 PM,Friday,2009,January,1,4,3,0,21
IAD,Delta Air Lines Inc.,12:00 PM,Thursday,2009,December,1,4,3,0,18
IAD,Delta Air Lines Inc.,12:00 PM,Thursday,2009,September,1,4,3,0,24
IAD,Delta Air Lines Inc.,12:00 PM,Thursday,2009,June,1,4,3,0,7
IAD,Delta Air Lines Inc.,12:00 PM,Thursday,2009,May,1,4,3,0,28
IAD,Delta Air Lines Inc.,12:00 PM,Wednesday,2009,November,1,4,3,0,39
IAD,Delta Air Lines Inc.,12:00 PM,Tuesday,2009,November,1,4,3,0,35
IAD,Delta Air Lines Inc.,12:00 PM,Tuesday,2009,January,1,4,3,0,20
IAD,Delta Air Lines Inc.,12:00 PM,Monday,2009,December,1,4,3,0,38
IAD,Delta Air Lines Inc.,12:00 PM,Monday,2009,October,1,4,3,0,41
IAD,Delta Air Lines Inc.,12:00 PM,Sunday,2009,July,1,4,3,0,15
IAD,Delta Air Lines Inc.,11:00 AM,Sunday,2009,January,1,4,3,0,11
IAD,Delta Air Lines Inc.,9:00 AM,Friday,2009,August,1,4,3,0,73
IAD,Delta Air Lines Inc.,8:00 AM,Saturday,2009,March,1,4,3,0,36
IAD,Delta Air Lines Inc.,8:00 AM,Saturday,2009,February,1,4,3,0,21
IAD,Delta Air Lines Inc.,8:00 AM,Wednesday,2009,November,1,4,3,0,16
IAD,Delta Air Lines Inc.,8:00 AM,Wednesday,2009,October,1,4,3,0,18
IAD,Delta Air Lines Inc.,8:00 AM,Tuesday,2009,November,1,4,3,0,12
IAD,Delta Air Lines Inc.,8:00 AM,Tuesday,2009,May,1,4,3,0,14
IAD,Delta Air Lines Inc.,8:00 AM,Monday,2009,October,1,4,3,0,59
IAD,Delta Air Lines Inc.,8:00 AM,Monday,2009,May,1,4,3,0,37
IAD,Delta Air Lines Inc.,8:00 AM,Monday,2009,April,1,4,3,0,31
IAD,Delta Air Lines Inc.,7:00 AM,Thursday,2009,June,1,4,3,0,19
IAD,Delta Air Lines Inc.,7:00 AM,Wednesday,2009,August,1,4,3,0,11
IAD,Delta Air Lines Inc.,7:00 AM,Tuesday,2009,October,1,4,3,0,7
IAD,Delta Air Lines Inc.,7:00 AM,Monday,2009,October,1,4,3,0,12
IAD,Delta Air Lines Inc.,7:00 AM,Sunday,2009,July,1,4,3,0,20
IAD,Delta Air Lines Inc.,6:00 AM,Friday,2009,June,1,4,3,0,16
IAD,Delta Air Lines Inc.,6:00 AM,Friday,2009,March,1,4,3,0,34
IAD,Delta Air Lines Inc.,6:00 AM,Wednesday,2009,May,1,4,3,0,21
IAD,Delta Air Lines Inc.,6:00 AM,Tuesday,2009,November,1,4,3,0,13
IAD,Delta Air Lines Inc.,6:00 AM,Tuesday,2009,October,1,4,3,0,47
IAD,Delta Air Lines Inc.,6:00 AM,Tuesday,2009,July,1,4,3,0,11
IAD,Delta Air Lines Inc.,6:00 AM,Tuesday,2009,May,1,4,3,0,15
IAD,Delta Air Lines Inc.,6:00 AM,Monday,2009,July,1,4,3,0,23
IAD,Delta Air Lines Inc.,6:00 AM,Monday,2009,April,1,4,3,0,16
IAD,Delta Air Lines Inc.,6:00 AM,Sunday,2009,October,1,4,3,0,8
IAD,Delta Air Lines Inc.,6:00 AM,Sunday,2009,July,1,4,3,0,14
IAD,Delta Air Lines Inc.,12:00 AM,Friday,2009,September,1,4,3,0,5
DCA,Delta Air Lines Inc.,1:00 PM,Friday,2009,April,1,4,3,0,28
DCA,Delta Air Lines Inc.,1:00 PM,Thursday,2009,September,1,4,3,0,15
DCA,Delta Air Lines Inc.,1:00 PM,Monday,2009,December,1,4,3,0,81
DCA,Delta Air Lines Inc.,12:00 PM,Saturday,2009,April,1,4,3,0,5
DCA,Delta Air Lines Inc.,12:00 PM,Friday,2009,September,1,4,3,0,26
DCA,Delta Air Lines Inc.,12:00 PM,Friday,2009,June,1,4,3,0,14
DCA,Delta Air Lines Inc.,12:00 PM,Friday,2009,April,1,4,3,0,27
DCA,Delta Air Lines Inc.,12:00 PM,Thursday,2009,August,1,4,3,0,17
DCA,Delta Air Lines Inc.,12:00 PM,Thursday,2009,May,1,4,3,0,13
DCA,Delta Air Lines Inc.,12:00 PM,Wednesday,2009,November,1,4,3,0,23
DCA,Delta Air Lines Inc.,12:00 PM,Tuesday,2009,November,1,4,3,0,12
DCA,Delta Air Lines Inc.,12:00 PM,Tuesday,2009,October,1,4,3,0,17
DCA,Delta Air Lines Inc.,12:00 PM,Tuesday,2009,January,1,4,3,0,41
DCA,Delta Air Lines Inc.,12:00 PM,Monday,2009,October,1,4,3,0,34
DCA,Delta Air Lines Inc.,12:00 PM,Monday,2009,September,1,4,3,0,44
DCA,Delta Air Lines Inc.,12:00 PM,Monday,2009,January,1,4,3,0,6
DCA,Delta Air Lines Inc.,11:00 AM,Saturday,2009,March,1,4,3,0,28
DCA,Delta Air Lines Inc.,11:00 AM,Friday,2009,August,1,4,3,0,23
DCA,Delta Air Lines Inc.,11:00 AM,Friday,2009,April,1,4,3,0,16
DCA,Delta Air Lines Inc.,11:00 AM,Thursday,2009,August,1,4,3,0,15
DCA,Delta Air Lines Inc.,11:00 AM,Thursday,2009,March,1,4,3,0,65
DCA,Delta Air Lines Inc.,11:00 AM,Wednesday,2009,August,1,4,3,0,1
DCA,Delta Air Lines Inc.,11:00 AM,Wednesday,2009,March,1,4,3,0,21
DCA,Delta Air Lines Inc.,11:00 AM,Tuesday,2009,October,1,4,3,0,15
DCA,Delta Air Lines Inc.,11:00 AM,Monday,2009,May,1,4,3,0,29
DCA,Delta Air Lines Inc.,11:00 AM,Monday,2009,April,1,4,3,0,91
DCA,Delta Air Lines Inc.,11:00 AM,Monday,2009,January,1,4,3,0,6
DCA,Delta Air Lines Inc.,10:00 AM,Friday,2009,December,1,4,3,0,4
DCA,Delta Air Lines Inc.,10:00 AM,Friday,2009,September,1,4,3,0,13
DCA,Delta Air Lines Inc.,10:00 AM,Friday,2009,August,1,4,3,0,16
DCA,Delta Air Lines Inc.,10:00 AM,Friday,2009,March,1,4,3,0,31
DCA,Delta Air Lines Inc.,10:00 AM,Thursday,2009,May,1,4,3,0,4
DCA,Delta Air Lines Inc.,10:00 AM,Thursday,2009,March,1,4,3,0,19
DCA,Delta Air Lines Inc.,10:00 AM,Wednesday,2009,March,1,4,3,0,32
DCA,Delta Air Lines Inc.,10:00 AM,Monday,2009,April,1,4,3,0,69
DCA,Delta Air Lines Inc.,9:00 AM,Friday,2009,March,1,4,3,0,16
DCA,Delta Air Lines Inc.,9:00 AM,Monday,2009,April,1,4,3,0,17
DCA,Delta Air Lines Inc.,8:00 AM,Monday,2009,October,1,4,3,0,14
DCA,Delta Air Lines Inc.,6:00 AM,Saturday,2009,February,1,4,3,0,9
DCA,Delta Air Lines Inc.,6:00 AM,Thursday,2009,May,1,4,3,0,6
DCA,Delta Air Lines Inc.,6:00 AM,Tuesday,2009,April,1,4,3,0,5
DCA,Delta Air Lines Inc.,6:00 AM,Monday,2009,May,1,4,3,0,12
DCA,Delta Air Lines Inc.,6:00 AM,Monday,2009,April,1,4,3,0,18
DCA,Delta Air Lines Inc.,6:00 AM,Sunday,2009,January,1,4,3,0,6
BWI,Delta Air Lines Inc.,1:00 PM,Thursday,2009,May,1,4,3,0,18
BWI,Delta Air Lines Inc.,1:00 PM,Tuesday,2009,January,1,4,3,0,32
BWI,Delta Air Lines Inc.,1:00 PM,Monday,2009,October,1,4,3,0,27
BWI,Delta Air Lines Inc.,1:00 PM,Monday,2009,September,1,4,3,0,126
BWI,Delta Air Lines Inc.,1:00 PM,Monday,2009,May,1,4,3,0,24
BWI,Delta Air Lines Inc.,1:00 PM,Monday,2009,April,1,4,3,0,56
BWI,Delta Air Lines Inc.,12:00 PM,Saturday,2009,September,1,4,3,0,10
BWI,Delta Air Lines Inc.,12:00 PM,Saturday,2009,June,1,4,3,0,7
BWI,Delta Air Lines Inc.,12:00 PM,Thursday,2009,September,1,4,3,0,21
BWI,Delta Air Lines Inc.,12:00 PM,Thursday,2009,May,1,4,3,0,11
BWI,Delta Air Lines Inc.,12:00 PM,Wednesday,2009,January,1,4,3,0,25
BWI,Delta Air Lines Inc.,12:00 PM,Tuesday,2009,October,1,4,3,0,20
BWI,Delta Air Lines Inc.,12:00 PM,Tuesday,2009,May,1,4,3,0,8
BWI,Delta Air Lines Inc.,12:00 PM,Monday,2009,October,1,4,3,0,43
BWI,Delta Air Lines Inc.,12:00 PM,Monday,2009,July,1,4,3,0,8
BWI,Delta Air Lines Inc.,12:00 PM,Sunday,2009,January,1,4,3,0,6
BWI,Delta Air Lines Inc.,11:00 AM,Saturday,2009,July,1,4,3,0,23
BWI,Delta Air Lines Inc.,11:00 AM,Saturday,2009,June,1,4,3,0,68
BWI,Delta Air Lines Inc.,11:00 AM,Saturday,2009,February,1,4,3,0,45
BWI,Delta Air Lines Inc.,11:00 AM,Friday,2009,December,1,4,3,0,20
BWI,Delta Air Lines Inc.,11:00 AM,Friday,2009,August,1,4,3,0,17
BWI,Delta Air Lines Inc.,11:00 AM,Thursday,2009,June,1,4,3,0,14
BWI,Delta Air Lines Inc.,11:00 AM,Thursday,2009,May,1,4,3,0,7
BWI,Delta Air Lines Inc.,11:00 AM,Wednesday,2009,January,1,4,3,0,18
BWI,Delta Air Lines Inc.,11:00 AM,Tuesday,2009,January,1,4,3,0,7
BWI,Delta Air Lines Inc.,11:00 AM,Monday,2009,May,1,4,3,0,58
BWI,Delta Air Lines Inc.,11:00 AM,Sunday,2009,January,1,4,3,0,13
BWI,Delta Air Lines Inc.,10:00 AM,Friday,2009,September,1,4,3,0,8
BWI,Delta Air Lines Inc.,10:00 AM,Thursday,2009,September,1,4,3,0,4
BWI,Delta Air Lines Inc.,10:00 AM,Monday,2009,October,1,4,3,0,26
BWI,Delta Air Lines Inc.,9:00 AM,Saturday,2009,September,1,4,3,0,8
